date,TCS,INFY,WIPRO,HDFCBANK,ICICIBANK,KOTAKBANK,RELIANCE,ONGC,BPCL,HINDUNILVR,NESTLEIND,BRITANNIA,SUNPHARMA,DRREDDY,CIPLA
2019-02-15,2236.3,810.78,406.36,1189.68,449.44,1504.18,1632.22,127.75,426.06,2067.51,14692.1,3600.55,641.32,3313.51,672.09
2019-02-18,2269.7,817.39,407.19,1237.16,464.18,1548.91,1646.07,129.59,432.65,2087.7,14797.81,3622.31,642.87,3348.13,677.82
2019-02-19,2263.86,829.01,397.54,1256.75,477.58,1549.08,1629.58,128.32,428.28,2086.76,14776.62,3592.28,650.06,3468.88,698.08
2019-02-20,2233.3,816.63,393.96,1227.86,472.39,1523.88,1612.34,127.81,424.73,2058.92,14739.23,3546.07,649.8,3424.81,692.57
2019-02-21,2243.92,808.96,397.86,1223.68,468.22,1531.33,1604.66,124.99,413.92,2055.84,14638.22,3577.49,630.64,3449.15,687.92
2019-02-22,2242.61,804.22,398.58,1221.41,473.37,1536.9,1612.57,124.91,414.51,2058.08,14501.88,3528.11,636.99,3466.6,689.76
2019-02-25,2244.56,807.85,397.15,1209.8,471.55,1517.38,1611.8,122.05,417.01,2067.89,14500.41,3544.89,651.71,3529.71,688.1
2019-02-26,2210.07,793.86,391.05,1208.3,466.21,1511.88,1588.63,119.49,403.92,2031.91,14253.74,3462.57,650.41,3509.75,696.22
2019-02-27,2225.26,799.53,390.41,1223.05,468.12,1525.53,1636.32,122.26,420.09,2046.63,14324.9,3512.64,649.34,3592.94,708.25
2019-02-28,2210.95,801.29,392.37,1234.91,462.09,1512.08,1632.93,121.93,420.24,2050.8,14171.64,3512.18,650.86,3614.48,722.01
2019-03-01,2235.72,811.84,396.51,1214.91,459.72,1503.96,1638.89,120.31,416.7,2066.46,14254.44,3539.11,655.73,3650.31,728.15
2019-03-04,2222.64,809.42,392.73,1204.72,455.2,1497.14,1621.4,120.94,410.64,2054.53,14198.17,3539.52,650.88,3693.21,721.67
2019-03-05,2231.55,819.55,395.33,1228.71,459.26,1531.49,1679.58,124.39,419.94,2103.56,14557.41,3637.27,660.58,3724.84,715.17
2019-03-06,2207.27,804.8,387.53,1217.29,457.11,1545.03,1651.33,124.02,411.64,2086.15,14526.43,3607.66,657.56,3691.77,709.54
2019-03-07,2216.73,828.5,389.07,1220.33,455.34,1537.04,1639.76,125.51,416.45,2088.84,14399.52,3596.69,653.33,3691.38,717.13
2019-03-08,2176.18,831.08,390.78,1210.75,448.8,1521.17,1650.81,127.3,421.44,2075.75,14150.87,3555.72,645.5,3591.09,723.12
2019-03-11,2163.41,829.7,388.83,1228.84,466.75,1541.8,1654.17,129.65,426.28,2116.79,14345.86,3601.18,658.24,3632.32,744.48
2019-03-12,2178.67,843.48,396.78,1263.02,479.6,1567.99,1683.7,134.27,431.85,2141.9,14489.86,3644.29,677.72,3720.65,766.52
2019-03-13,2143.02,840.24,394.04,1296.94,485.77,1589.72,1698.97,138.42,434.21,2154.14,14597.32,3689.39,675.55,3715.92,779.14
2019-03-14,2116.82,834.18,387.17,1311.28,480.71,1583.25,1693.87,140.55,435.05,2149.57,14770.4,3677.88,654.42,3639.07,763.93
2019-03-15,2091.09,833.2,384.46,1298.6,469.49,1574.01,1698.9,140.53,438.87,2123.91,14416.07,3616.39,647.34,3591.21,754.54
2019-03-18,2101.72,825.57,390.32,1297.11,474.77,1582.76,1722.12,142.96,445.81,2136.22,14607.99,3673.48,658.24,3600.29,770.39
2019-03-19,2085.21,836.71,389.16,1276.1,469.5,1555.03,1731.06,142.31,444.18,2093.51,14415.08,3549.48,644.19,3536.68,764.38
2019-03-20,2097.75,832.07,390.09,1275.13,463.41,1570.24,1748.53,142.86,446.69,2101.49,14263.24,3538.94,636.24,3520.64,751.72
2019-03-21,2147.16,852.06,396.84,1299.86,479.43,1616.98,1774.67,144.38,456.53,2135.32,14482.28,3618.17,658.5,3588.38,774.23
2019-03-22,2153.88,872.94,397.42,1341.61,492.32,1642.44,1779.34,145.16,460.34,2168.76,14533.17,3646.38,684.33,3723.47,805.65
2019-03-25,2156.28,874.95,400.25,1325.61,486.41,1603.89,1780.68,145.83,461.62,2197.37,14560.97,3614.03,686.01,3752.36,824.81
2019-03-26,2145.22,881.82,399.31,1324.93,490.97,1615.87,1755.36,147.29,461.0,2180.8,14459.47,3614.86,686.97,3704.66,822.01
2019-03-27,2145.89,893.12,402.69,1325.16,495.23,1579.18,1779.03,145.62,465.76,2165.52,14341.24,3573.05,685.22,3735.57,830.72
2019-03-28,2160.19,898.35,400.21,1345.37,499.02,1575.21,1763.78,147.26,472.78,2179.76,14383.67,3556.83,701.42,3814.39,852.78
2019-03-29,2189.81,909.7,404.37,1350.36,501.06,1581.65,1784.42,148.83,482.84,2195.86,14460.88,3537.46,715.74,3848.04,867.6
2019-04-01,2112.68,906.28,393.01,1360.74,495.58,1582.16,1754.04,146.14,474.86,2175.88,14197.23,3540.77,712.69,3786.39,866.52
2019-04-02,2179.02,926.38,404.84,1398.72,514.14,1640.04,1802.41,148.3,493.85,2189.81,14288.73,3574.48,728.54,3834.94,880.86
2019-04-03,2192.02,946.43,410.46,1406.67,522.29,1667.64,1798.39,150.05,494.27,2187.18,14358.69,3608.51,737.74,3813.65,886.71
2019-04-04,2163.33,923.68,410.28,1379.33,507.26,1605.04,1767.62,144.4,490.88,2182.97,14166.23,3626.1,735.32,3780.19,868.32
2019-04-05,2228.09,930.14,413.27,1406.26,532.18,1672.47,1800.08,148.25,508.56,2233.41,14439.38,3696.61,749.64,3838.87,874.7
2019-04-08,2182.46,915.64,401.64,1371.35,522.81,1665.34,1797.46,144.79,496.26,2226.35,14277.1,3657.9,748.13,3812.62,857.32
2019-04-09,2147.45,899.56,396.37,1330.95,512.94,1632.76,1791.43,143.98,497.63,2207.63,14089.47,3619.66,744.59,3763.7,850.22
2019-04-10,2129.89,888.28,387.48,1353.11,511.92,1635.25,1761.82,143.43,492.54,2237.95,14135.61,3636.05,730.85,3816.93,845.81
2019-04-11,2139.58,897.34,391.22,1356.36,512.19,1637.05,1766.27,145.61,504.04,2237.68,13944.82,3618.03,753.7,3844.72,872.92
2019-04-12,2186.67,906.49,400.58,1398.24,522.54,1667.75,1777.72,145.09,505.98,2234.1,14018.03,3619.77,763.34,3854.87,879.33
2019-04-15,2211.16,895.15,403.98,1419.66,521.54,1704.33,1796.39,145.02,508.51,2254.5,14110.45,3688.09,756.8,3872.19,862.44
2019-04-16,2209.46,886.45,399.89,1437.75,533.39,1737.24,1778.97,143.63,508.76,2260.14,14280.87,3745.32,762.66,3846.28,862.78
2019-04-17,2206.62,892.43,403.81,1427.4,521.95,1690.17,1782.48,141.45,499.97,2259.95,14582.28,3776.78,773.51,3875.16,866.25
2019-04-18,2233.74,897.81,409.0,1440.42,522.1,1712.85,1790.29,140.88,502.67,2250.88,14540.32,3787.95,786.35,3925.11,872.47
2019-04-19,2258.31,918.4,416.73,1455.74,518.74,1700.04,1792.04,140.18,503.34,2264.53,14645.71,3814.96,797.0,3958.44,868.15
2019-04-22,2233.16,909.85,407.58,1458.12,528.55,1730.84,1785.67,142.63,502.69,2255.05,14554.74,3782.1,789.98,3943.7,865.52
2019-04-23,2234.66,914.69,412.94,1482.68,525.3,1698.15,1807.18,141.41,507.68,2243.74,14397.37,3744.47,795.34,3982.64,857.05
2019-04-24,2220.74,914.54,405.2,1481.94,525.46,1708.59,1799.37,139.32,508.43,2242.94,14305.68,3714.15,790.34,3919.38,842.92
2019-04-25,2270.6,916.27,405.61,1515.74,535.36,1733.49,1822.17,139.66,528.45,2296.35,14452.69,3803.38,791.16,4010.74,856.17
2019-04-26,2309.61,943.1,413.65,1519.59,540.54,1731.82,1877.26,143.58,544.58,2327.41,14523.2,3788.67,814.89,4091.98,863.81
2019-04-29,2326.75,960.22,420.55,1553.54,544.68,1728.59,1923.71,146.17,557.47,2382.89,14813.9,3874.31,850.13,4201.79,895.46
2019-04-30,2329.91,964.09,427.54,1570.44,551.61,1755.89,1940.94,146.31,551.57,2335.38,14890.75,3863.95,854.69,4160.22,893.7
2019-05-01,2355.47,980.73,430.29,1577.85,556.56,1762.98,1982.58,149.92,569.21,2375.72,15165.21,3928.12,853.38,4172.94,892.48
2019-05-02,2341.32,982.73,433.67,1580.72,558.14,1787.49,2006.13,156.69,576.65,2337.82,15112.98,3935.53,865.49,4197.86,902.48
2019-05-03,2306.95,970.41,424.16,1556.05,555.01,1798.71,2002.56,154.04,570.45,2345.58,14982.47,3930.23,862.72,4149.49,891.71
2019-05-06,2304.9,974.29,420.64,1546.97,557.83,1793.41,2035.11,155.13,580.43,2375.59,14961.95,3882.44,851.51,4154.19,883.75
2019-05-07,2381.91,992.02,433.44,1599.3,587.34,1887.36,2115.17,163.38,608.34,2439.82,15230.48,3967.49,875.64,4250.13,898.64
2019-05-08,2404.42,1009.05,438.56,1644.44,592.22,1910.87,2114.79,160.41,605.52,2454.3,15406.72,4042.06,874.64,4304.39,916.58
2019-05-09,2423.66,1012.71,437.39,1638.45,599.45,1951.43,2159.16,162.39,609.15,2465.6,15349.16,4036.46,877.7,4364.94,900.3
2019-05-10,2440.94,1012.49,434.67,1574.9,583.69,1938.91,2178.44,161.79,608.73,2465.16,15265.57,4014.33,882.03,4448.29,893.39
2019-05-13,2436.23,1002.08,429.47,1562.57,583.23,1950.66,2149.77,162.8,602.48,2456.0,15178.4,3933.64,885.08,4457.42,889.33
2019-05-14,2439.84,1008.82,424.17,1552.1,586.93,1932.4,2141.33,159.42,604.38,2461.07,15021.87,3900.61,875.83,4447.05,886.45
2019-05-15,2476.98,1009.33,429.11,1566.0,596.67,1956.68,2146.83,158.3,607.3,2446.89,14744.29,3851.06,884.29,4456.97,879.46
2019-05-16,2497.96,1037.84,434.73,1567.63,596.66,1980.07,2147.67,157.64,600.71,2428.03,14676.04,3884.0,892.91,4494.12,881.08
2019-05-17,2450.8,1033.42,427.91,1556.49,614.42,1994.19,2135.64,156.64,597.9,2412.57,14400.15,3850.47,885.27,4492.02,894.92
2019-05-20,2438.58,1043.85,427.62,1579.11,623.98,1998.59,2128.89,158.76,596.88,2410.01,14333.01,3834.58,907.88,4545.33,912.69
2019-05-21,2483.93,1057.18,436.57,1569.22,625.54,1994.62,2164.32,163.1,624.29,2446.0,14441.96,3886.59,913.31,4543.37,919.15
2019-05-22,2490.79,1074.25,434.89,1601.26,645.54,2031.14,2126.66,160.69,621.51,2455.78,14300.64,3864.28,928.39,4578.7,931.86
2019-05-23,2480.88,1067.04,429.04,1630.42,651.93,2076.38,2166.06,165.34,630.25,2483.12,14435.35,3884.48,935.52,4594.23,938.39
2019-05-24,2467.96,1065.53,428.36,1623.34,653.69,2064.27,2186.99,163.77,632.65,2523.92,14440.19,3890.35,947.24,4621.61,945.56
2019-05-27,2484.8,1078.16,436.28,1643.67,657.66,2088.32,2259.33,168.29,643.73,2567.04,14634.44,3912.11,972.69,4672.68,952.99
2019-05-28,2496.8,1084.33,441.35,1640.3,660.57,2083.9,2288.9,171.34,647.84,2596.32,14746.22,3953.56,982.88,4797.64,969.61
2019-05-29,2487.41,1081.43,438.51,1655.37,652.58,2064.73,2248.83,170.63,650.72,2600.74,14665.15,3949.9,987.99,4765.1,975.75
2019-05-30,2519.76,1097.55,445.01,1691.06,643.43,2086.52,2243.37,166.97,648.21,2650.14,14725.86,4050.71,1013.99,4909.46,1007.73
2019-05-31,2545.05,1106.62,442.25,1689.51,638.81,2126.84,2235.08,166.97,648.51,2661.88,14875.22,4091.41,1020.55,4887.04,984.84
2019-06-03,2527.11,1100.83,437.54,1667.9,622.43,2096.74,2175.57,164.37,634.01,2608.31,14643.72,4002.47,1006.63,4867.35,963.54
2019-06-04,2532.38,1100.91,440.98,1675.27,618.78,2089.6,2159.97,165.51,632.39,2653.63,14766.44,4042.27,989.89,4752.13,940.06
2019-06-05,2542.53,1110.25,436.45,1698.46,622.97,2113.14,2195.63,169.76,645.07,2662.39,14666.45,3986.2,986.64,4784.55,937.62
2019-06-06,2546.61,1109.18,434.07,1701.08,627.48,2102.21,2224.18,171.0,656.31,2694.57,14828.22,4024.87,994.89,4825.92,946.05
2019-06-07,2511.77,1099.73,428.64,1687.58,621.85,2053.28,2190.51,168.5,649.56,2655.14,14812.03,3960.49,998.17,4793.55,942.31
2019-06-10,2570.22,1104.51,440.14,1722.66,627.64,2105.21,2214.79,171.05,658.88,2674.23,14989.39,4054.56,986.47,4829.94,932.1
2019-06-11,2605.53,1128.93,442.21,1727.39,622.9,2103.0,2203.33,172.14,668.72,2732.25,15055.97,4091.96,971.31,4772.1,934.2
2019-06-12,2660.79,1131.71,446.67,1733.38,628.68,2105.22,2216.02,171.61,678.73,2767.22,15231.67,4107.66,977.5,4818.48,935.18
2019-06-13,2653.82,1148.9,449.82,1735.98,633.96,2102.19,2257.96,175.42,688.76,2788.11,15164.93,4073.32,970.61,4800.11,951.15
2019-06-14,2731.21,1181.11,464.62,1719.54,627.87,2077.32,2252.71,174.65,690.32,2750.27,15202.92,4022.43,978.61,4877.04,955.56
2019-06-17,2647.2,1151.62,456.08,1744.82,622.21,2083.43,2237.51,173.48,691.47,2698.23,14892.12,4007.66,977.22,4797.08,955.8
2019-06-18,2635.84,1151.57,453.08,1757.86,622.83,2097.02,2236.52,176.0,692.18,2660.4,14921.59,3974.2,966.77,4725.43,957.78
2019-06-19,2567.49,1167.95,450.52,1766.43,621.85,2093.14,2259.5,179.72,693.25,2655.32,14796.98,3972.52,966.55,4705.83,970.38
2019-06-20,2475.69,1145.79,437.42,1744.41,610.38,2081.86,2264.55,178.07,683.65,2601.67,14400.37,3881.71,961.68,4678.28,964.88
2019-06-21,2500.0,1160.42,439.14,1763.96,622.37,2121.4,2310.91,183.19,701.07,2653.9,14584.06,3921.21,973.75,4698.43,963.78
2019-06-24,2497.03,1150.13,436.45,1712.96,610.92,2086.07,2268.55,181.02,696.35,2595.06,14299.38,3814.84,947.96,4613.53,946.95
2019-06-25,2490.31,1124.35,435.75,1672.42,600.18,2059.78,2290.05,178.28,680.33,2572.13,14521.3,3847.34,947.25,4637.73,940.68
2019-06-26,2461.51,1120.8,433.77,1693.11,623.88,2099.0,2300.69,179.83,669.22,2545.03,14478.91,3806.41,954.12,4629.34,952.84
2019-06-27,2463.08,1121.47,432.61,1696.77,631.17,2094.3,2283.04,178.08,659.13,2522.09,14436.67,3778.68,954.7,4678.44,965.81
2019-06-28,2460.38,1125.44,432.15,1704.69,629.09,2052.14,2268.33,179.84,668.75,2556.85,14653.38,3813.71,958.16,4651.43,972.1
2019-07-01,2481.12,1146.91,436.17,1707.44,630.74,2066.62,2242.42,173.9,653.16,2523.07,14471.49,3774.45,955.42,4683.29,974.82
2019-07-02,2492.11,1158.36,433.81,1736.55,639.2,2105.16,2221.69,170.09,649.39,2542.39,14371.71,3765.58,973.48,4689.09,989.81
2019-07-03,2465.56,1157.43,428.94,1746.73,637.26,2103.16,2216.26,167.78,647.89,2529.88,14245.81,3725.31,941.23,4560.99,989.47
2019-07-04,2491.63,1166.29,431.89,1754.6,644.54,2096.39,2248.2,171.1,666.99,2563.72,14394.53,3760.72,955.41,4615.78,999.11
2019-07-05,2496.42,1187.27,429.2,1727.95,639.81,2081.69,2240.43,171.16,665.07,2599.59,14337.82,3732.74,956.02,4580.93,990.03
2019-07-08,2550.84,1206.44,438.61,1714.81,633.53,2065.88,2237.2,173.41,674.65,2587.39,14363.15,3734.64,969.6,4678.88,999.87
2019-07-09,2526.52,1182.75,432.41,1711.26,639.15,2069.29,2222.05,172.45,665.58,2622.39,14339.65,3738.97,989.67,4768.13,1009.64
2019-07-10,2516.77,1177.51,436.36,1660.14,635.21,2011.5,2210.46,170.07,664.32,2559.36,14180.48,3708.16,966.62,4676.89,996.4
2019-07-11,2531.91,1183.14,436.03,1674.47,653.68,2037.0,2239.83,169.59,666.77,2581.41,14447.81,3754.65,977.63,4723.15,990.41
2019-07-12,2552.89,1201.53,438.35,1674.0,656.71,2034.12,2241.0,174.24,673.34,2586.86,14469.0,3754.19,975.76,4739.67,1008.86
2019-07-15,2600.61,1210.35,437.14,1702.76,662.65,2077.78,2192.31,173.48,660.96,2619.09,14629.57,3768.37,972.56,4803.07,1011.45
2019-07-16,2621.5,1243.09,435.93,1755.42,680.26,2108.4,2169.49,172.81,664.61,2647.32,14818.17,3780.33,985.84,4764.25,1020.73
2019-07-17,2652.64,1248.51,429.25,1760.34,688.18,2136.66,2187.94,171.69,676.75,2702.8,14812.74,3790.75,984.93,4830.15,1021.04
2019-07-18,2638.08,1235.1,426.47,1726.83,669.72,2113.96,2142.58,169.52,665.18,2637.82,14507.76,3741.89,954.11,4729.64,1004.52
2019-07-19,2665.93,1241.52,427.77,1765.88,695.93,2182.35,2169.34,170.47,667.56,2668.62,14703.53,3820.66,976.13,4799.14,1022.81
2019-07-22,2634.29,1226.23,423.73,1804.44,731.38,2246.1,2190.17,173.86,676.0,2665.08,14851.94,3863.14,992.79,4814.6,1041.12
2019-07-23,2663.98,1228.52,425.05,1781.0,729.77,2253.06,2199.45,177.74,683.89,2687.62,14863.86,3855.38,1000.96,4893.54,1046.47
2019-07-24,2663.26,1209.21,421.81,1792.63,738.35,2280.62,2201.72,177.76,681.14,2704.05,14997.98,3893.57,995.37,4837.81,1043.25
2019-07-25,2648.93,1193.98,421.57,1775.85,741.28,2285.28,2222.91,175.91,687.05,2699.66,14881.15,3893.77,975.36,4757.84,1019.78
2019-07-26,2605.82,1161.56,418.13,1742.51,741.68,2253.48,2172.5,169.69,673.73,2654.87,14588.72,3836.86,969.4,4702.31,1029.65
2019-07-29,2595.68,1142.61,413.56,1737.26,731.8,2224.99,2161.08,168.0,673.19,2634.53,14527.36,3778.94,969.89,4738.32,1014.37
2019-07-30,2567.09,1116.18,405.29,1717.19,713.04,2180.52,2104.24,163.74,659.37,2597.35,14405.07,3714.8,947.93,4714.07,1015.72
2019-07-31,2527.01,1113.47,403.5,1686.64,708.47,2182.77,2080.49,160.67,647.17,2571.72,14234.71,3719.33,950.2,4597.98,1011.14
2019-08-01,2566.15,1123.45,408.7,1661.25,706.47,2182.24,2082.95,162.87,650.1,2586.8,14235.32,3716.8,949.78,4629.44,1010.32
2019-08-02,2563.53,1132.64,407.45,1628.6,710.95,2195.7,2055.22,162.81,637.69,2573.12,14202.63,3700.7,941.76,4555.41,990.61
2019-08-05,2538.41,1124.11,400.96,1635.57,725.15,2202.9,2057.28,164.01,642.42,2577.56,14282.03,3710.89,929.22,4537.52,998.43
2019-08-06,2515.72,1117.56,400.33,1627.0,730.02,2244.6,2052.73,161.47,631.43,2571.52,14148.53,3758.33,915.61,4499.85,982.79
2019-08-07,2572.44,1159.88,407.55,1639.93,744.58,2263.25,2069.04,163.39,631.15,2594.58,14278.1,3750.45,946.16,4603.6,1007.55
2019-08-08,2565.04,1154.37,409.25,1646.22,750.68,2289.3,2074.63,162.81,622.0,2564.04,14486.08,3814.67,935.48,4516.23,996.55
2019-08-09,2584.43,1167.62,411.58,1651.55,756.37,2301.47,2030.04,159.98,606.35,2561.31,14756.2,3872.79,938.37,4521.94,1004.26
2019-08-12,2599.8,1180.38,422.65,1638.76,755.26,2269.49,2059.39,159.96,609.51,2549.98,14847.85,3905.7,932.19,4488.79,999.07
2019-08-13,2560.52,1165.12,415.37,1681.83,772.12,2280.38,2045.75,161.34,619.57,2526.06,14546.36,3877.01,926.1,4469.94,1013.77
2019-08-14,2478.47,1138.38,404.54,1681.57,759.45,2261.82,2007.35,159.11,598.4,2485.04,14283.53,3830.8,917.16,4441.3,1007.31
2019-08-15,2435.19,1120.76,397.6,1728.75,763.16,2316.39,2035.29,161.85,609.47,2506.63,14291.94,3887.32,931.06,4491.6,1011.36
2019-08-16,2396.57,1105.83,388.66,1713.16,768.13,2303.27,2019.43,160.66,608.6,2444.86,14016.69,3791.57,933.14,4463.01,992.54
2019-08-19,2416.89,1105.47,386.53,1698.4,763.61,2285.65,1955.26,157.89,603.72,2456.72,13892.66,3761.6,924.7,4453.42,999.12
2019-08-20,2396.16,1099.83,385.26,1728.41,778.42,2328.56,1972.11,162.32,609.71,2443.84,13985.33,3803.5,922.45,4417.48,1003.06
2019-08-21,2411.71,1107.53,388.84,1776.27,804.35,2383.49,2019.14,164.17,623.18,2508.87,14173.4,3867.83,933.78,4416.64,1001.59
2019-08-22,2402.0,1088.45,386.04,1786.99,798.97,2416.69,2030.14,166.76,621.78,2527.27,14162.78,3908.37,929.6,4478.03,991.82
2019-08-23,2376.58,1087.16,379.43,1792.28,787.89,2426.2,1989.79,165.32,612.04,2504.91,14065.69,3902.44,914.26,4389.17,960.03
2019-08-26,2388.59,1073.65,379.95,1780.49,790.76,2419.78,1980.16,165.65,614.66,2509.15,14142.82,3877.14,922.21,4397.24,955.06
2019-08-27,2382.76,1071.58,378.55,1786.7,805.88,2461.08,1961.35,166.16,614.85,2514.27,14182.75,3955.34,936.45,4423.12,974.96
2019-08-28,2388.63,1074.01,378.1,1826.92,811.9,2523.99,1984.37,165.5,618.02,2482.07,14126.15,3976.33,931.88,4432.56,985.72
2019-08-29,2374.97,1058.04,380.45,1869.53,823.61,2576.87,2037.01,167.82,623.98,2515.87,14410.07,4095.67,933.01,4494.25,988.68
2019-08-30,2366.47,1059.35,385.21,1895.51,834.13,2605.52,2061.28,171.14,614.91,2503.72,14515.32,4086.02,942.84,4522.16,1010.03
2019-09-02,2415.37,1070.12,391.34,1906.71,835.84,2624.42,2052.9,168.36,617.04,2530.78,14505.92,4131.87,940.42,4554.72,1019.78
2019-09-03,2415.88,1075.65,389.9,1903.92,833.56,2605.15,2041.62,164.38,610.07,2522.1,14453.98,4097.29,939.41,4572.42,1026.27
2019-09-04,2397.7,1056.67,382.17,1875.21,821.19,2563.71,1984.64,158.93,596.55,2515.52,14332.3,4044.14,916.19,4496.71,1001.01
2019-09-05,2416.61,1043.25,381.78,1876.86,824.63,2634.71,2000.51,158.05,595.46,2474.43,14213.84,4006.83,924.84,4506.35,988.26
2019-09-06,2398.86,1057.03,379.74,1929.98,849.0,2697.25,2027.85,161.73,591.79,2481.17,14398.53,4037.66,919.6,4518.44,1005.25
2019-09-09,2438.39,1069.12,388.83,1936.02,835.4,2666.31,2069.8,163.46,604.29,2494.47,14685.83,4132.73,952.12,4638.45,1028.36
2019-09-10,2393.76,1071.66,379.53,1934.31,823.46,2636.85,2028.39,159.61,588.03,2469.42,14628.28,4072.91,947.1,4628.01,1019.32
2019-09-11,2373.71,1062.87,380.67,1934.79,816.63,2635.31,2007.9,159.61,581.82,2448.0,14436.58,4032.24,945.61,4623.64,1017.61
